Customer ID,Tenure Months,Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase (Thou. IDR),Churn Label,Longitude,Latitude,CLTV (Predicted Thou. IDR)
3419,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.565,No,106.81667,-6.2,7528.5
943,23,Bandung,Mid End,No,No,No,No,No,No,Credit,31.686,Yes,107.60981,-6.91474,7409.2
4590,12,Jakarta,Mid End,No,No,Yes,Yes,No,No,Pulsa,63.989,No,106.81667,-6.2,4474.6
2896,23,Jakarta,Mid End,Yes,No,No,Yes,Yes,Yes,Debit,97.07,No,106.81667,-6.2,5857.8
825,8,Jakarta,High End,No,No,No,Yes,No,No,Digital Wallet,90.404,Yes,106.81667,-6.2,5625.2
2079,14,Bandung,High End,Yes,No,No,No,No,No,Debit,97.804,No,107.60981,-6.91474,4587.0
3686,23,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,Yes,Pulsa,91.336,No,106.81667,-6.2,4974.7
707,3,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,136.769,Yes,106.81667,-6.2,5139.3
4684,16,Jakarta,High End,No,No,Yes,No,Yes,Yes,Debit,136.334,No,106.81667,-6.2,4291.2
6307,66,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,140.446,No,106.81667,-6.2,6706.8
710,68,Bandung,Mid End,Yes,Yes,Yes,No,No,Yes,Pulsa,78.658,Yes,107.60981,-6.91474,8333.6
2528,51,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.844,No,107.60981,-6.91474,7464.2
1706,66,Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Debit,139.495,Yes,106.81667,-6.2,7830.2
1936,23,Jakarta,Mid End,No,No,Yes,Yes,No,No,Pulsa,70.723,No,106.81667,-6.2,5483.4
3106,27,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,127.432,No,106.81667,-6.2,4883.1
1369,1,Bandung,Mid End,No,No,Yes,No,No,Yes,Pulsa,62.627,Yes,107.60981,-6.91474,2995.4
1573,7,Bandung,High End,No,No,Yes,No,Yes,Yes,Pulsa,121.872,Yes,107.60981,-6.91474,7628.7
3397,37,Jakarta,High End,No,Yes,Yes,No,No,No,Pulsa,99.61,No,106.81667,-6.2,4919.8
1886,46,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,30.309,No,106.81667,-6.2,7594.4
2244,8,Jakarta,Mid End,No,Yes,No,No,Yes,No,Credit,78.555,No,106.81667,-6.2,2894.7
6546,29,Jakarta,High End,No,Yes,No,No,No,No,Credit,104.125,No,106.81667,-6.2,6697.3
2766,59,Jakarta,Mid End,No,No,No,No,No,Yes,Pulsa,103.463,No,106.81667,-6.2,7505.6
4940,72,Bandung,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,110.603,No,107.60981,-6.91474,6197.2
2590,24,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.191,No,107.60981,-6.91474,7456.8
3200,58,Bandung,High End,Yes,No,No,Yes,No,Yes,Debit,123.608,No,107.60981,-6.91474,5844.6
5099,46,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Pulsa,110.817,No,106.81667,-6.2,7044.2
2317,70,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,Yes,Pulsa,95.227,No,106.81667,-6.2,7341.5
402,15,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,91.084,Yes,106.81667,-6.2,4147.6
6077,7,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,32.625,No,106.81667,-6.2,3719.5
3155,72,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,Yes,Credit,114.313,No,106.81667,-6.2,5877.2
2100,47,Bandung,High End,Yes,Yes,No,Yes,No,Yes,Digital Wallet,122.518,No,107.60981,-6.91474,5071.7
1639,1,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,122.071,Yes,106.81667,-6.2,4768.4
4999,1,Bandung,High End,No,No,No,Yes,Yes,No,Credit,111.759,No,107.60981,-6.91474,7523.8
2965,44,Jakarta,Mid End,No,Yes,No,No,Yes,Yes,Credit,77.385,No,106.81667,-6.2,5958.1
4184,49,Jakarta,High End,Yes,Yes,No,No,No,No,Pulsa,109.115,No,106.81667,-6.2,7141.6
1729,69,Bandung,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,133.398,Yes,107.60981,-6.91474,5495.7
3583,72,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,No,Credit,90.935,No,106.81667,-6.2,5388.8
3113,72,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.837,No,106.81667,-6.2,7224.7
6655,31,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,123.625,No,106.81667,-6.2,4796.8
1608,1,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,32.491,Yes,106.81667,-6.2,6045.5
3605,2,Jakarta,Mid End,Yes,No,No,No,No,No,Digital Wallet,63.909,No,106.81667,-6.2,6039.9
4363,66,Jakarta,High End,Yes,Yes,No,Yes,Yes,Yes,Debit,144.644,No,106.81667,-6.2,6250.1
6317,38,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,25.579,No,106.81667,-6.2,7635.8
2132,72,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,109.037,No,106.81667,-6.2,5631.8
4957,72,Bandung,High End,No,Yes,Yes,Yes,Yes,Yes,Credit,141.021,No,107.60981,-6.91474,8088.1
4805,71,Jakarta,Mid End,Yes,No,No,Yes,No,No,Debit,98.282,No,106.81667,-6.2,6797.1
2597,41,Bandung,High End,No,Yes,Yes,No,No,No,Credit,104.93,No,107.60981,-6.91474,2673.2
1522,19,Jakarta,High End,No,No,No,No,Yes,Yes,Digital Wallet,109.76,Yes,106.81667,-6.2,7263.9
2925,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.476,No,106.81667,-6.2,2982.6
6506,58,Jakarta,High End,Yes,No,No,No,No,No,Debit,104.709,No,106.81667,-6.2,5242.6
6914,15,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.47,No,107.60981,-6.91474,5411.4
550,2,Jakarta,High End,No,No,No,No,No,No,Pulsa,99.123,Yes,106.81667,-6.2,5388.9
1198,2,Jakarta,Mid End,No,No,No,No,No,No,Debit,64.046,Yes,106.81667,-6.2,3051.3
3604,49,Jakarta,High End,No,Yes,No,No,No,No,Credit,101.486,No,106.81667,-6.2,5875.6
3747,51,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,37.294,No,107.60981,-6.91474,7892.3
6498,13,Jakarta,Mid End,Yes,No,No,Yes,No,No,Digital Wallet,74.615,No,106.81667,-6.2,7458.4
1698,13,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,102.148,Yes,106.81667,-6.2,5674.1
3118,7,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,115.585,No,106.81667,-6.2,4875.4
557,30,Jakarta,High End,No,No,Yes,Yes,No,Yes,Credit,130.916,Yes,106.81667,-6.2,5781.2
681,57,Jakarta,Mid End,Yes,No,Yes,No,Yes,Yes,Digital Wallet,67.831,Yes,106.81667,-6.2,5393.3
4812,64,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,34.17,No,106.81667,-6.2,7889.8
4891,23,Jakarta,High End,No,Yes,No,No,No,No,Credit,95.684,No,106.81667,-6.2,3565.8
1705,24,Bandung,High End,No,No,No,No,No,No,Credit,98.914,Yes,107.60981,-6.91474,7078.1
3502,6,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.425,No,106.81667,-6.2,4801.8
6677,71,Bandung,Mid End,Yes,Yes,No,Yes,Yes,No,Debit,84.383,No,107.60981,-6.91474,8427.6
1417,1,Jakarta,High End,No,Yes,No,No,No,Yes,Pulsa,110.144,Yes,106.81667,-6.2,5268.9
5887,30,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,98.355,No,106.81667,-6.2,4542.3
698,2,Bandung,High End,No,No,Yes,Yes,Yes,Yes,Credit,136.777,Yes,107.60981,-6.91474,4956.4
6689,23,Jakarta,High End,Yes,No,No,Yes,No,No,Pulsa,104.769,No,106.81667,-6.2,7217.8
968,1,Bandung,Mid End,Yes,No,No,No,No,No,Pulsa,44.639,Yes,107.60981,-6.91474,7182.4
3841,67,Bandung,Mid End,No,No,Yes,No,No,Yes,Pulsa,89.114,No,107.60981,-6.91474,8345.9
1594,12,Bandung,High End,No,Yes,Yes,No,No,No,Pulsa,109.467,Yes,107.60981,-6.91474,6690.8
6897,64,Bandung,Mid End,No,Yes,Yes,Yes,Yes,Yes,Debit,105.537,No,107.60981,-6.91474,5491.6
5188,43,Jakarta,Mid End,Yes,No,No,Yes,No,No,Credit,52.418,No,106.81667,-6.2,5048.6
223,1,Jakarta,Mid End,No,No,No,No,Yes,Yes,Credit,71.22,Yes,106.81667,-6.2,3940.6
1352,65,Jakarta,High End,Yes,Yes,No,No,Yes,No,Pulsa,120.686,Yes,106.81667,-6.2,5999.4
10,11,Jakarta,High End,No,No,No,No,No,No,Pulsa,95.975,Yes,106.81667,-6.2,2642.0
2510,25,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,33.185,No,106.81667,-6.2,6656.3
3905,70,Jakarta,Mid End,Yes,Yes,Yes,No,Yes,Yes,Credit,111.213,No,106.81667,-6.2,5285.2
5662,72,Bandung,High End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,152.283,No,107.60981,-6.91474,6189.3
2472,52,Jakarta,Mid End,Yes,Yes,Yes,No,No,No,Credit,90.389,No,106.81667,-6.2,6009.6
4903,21,Jakarta,High End,Yes,Yes,Yes,No,Yes,Yes,Pulsa,139.283,No,106.81667,-6.2,5595.8
4790,64,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,136.274,No,106.81667,-6.2,6220.8
6764,9,Jakarta,Mid End,No,No,No,No,No,No,Pulsa,32.467,No,106.81667,-6.2,6660.9
6808,45,Jakarta,Mid End,No,No,Yes,Yes,Yes,No,Credit,56.65,No,106.81667,-6.2,6545.4
2914,57,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Pulsa,32.659,No,106.81667,-6.2,5628.0
3517,2,Jakarta,High End,No,No,No,No,No,No,Pulsa,90.031,No,106.81667,-6.2,7182.6
789,19,Jakarta,Mid End,Yes,No,No,Yes,No,No,Pulsa,64.285,Yes,106.81667,-6.2,4898.0
3642,67,Jakarta,Mid End,No,No,No,No,No,Yes,Debit,71.151,No,106.81667,-6.2,7725.9
3566,1,Jakarta,Mid End,Yes,No,No,No,No,No,Digital Wallet,65.341,No,106.81667,-6.2,4422.6
4924,13,Jakarta,High End,Yes,No,No,Yes,No,No,Credit,107.716,No,106.81667,-6.2,6432.0
2369,70,Jakarta,High End,Yes,No,Yes,Yes,No,No,Pulsa,109.79,No,106.81667,-6.2,8294.2
5979,56,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.089,No,106.81667,-6.2,6776.0
3250,63,Bandung,Mid End,Yes,Yes,No,No,Yes,Yes,Credit,69.202,No,107.60981,-6.91474,6679.0
927,46,Jakarta,High End,No,Yes,No,No,Yes,No,Debit,112.326,Yes,106.81667,-6.2,4058.1
6122,46,Jakarta,High End,Yes,No,No,Yes,No,No,Credit,91.463,No,106.81667,-6.2,6184.1
3099,54,Jakarta,Mid End,Yes,No,No,No,No,No,Pulsa,58.004,No,106.81667,-6.2,5481.2
2116,7,Jakarta,Mid End,No,No,No,No,No,No,Debit,58.222,No,106.81667,-6.2,5057.1
4306,69,Jakarta,Mid End,No,Yes,No,No,Yes,Yes,Credit,64.51,No,106.81667,-6.2,5855.5
3285,41,Bandung,Mid End,Yes,Yes,No,Yes,Yes,No,Debit,56.081,No,107.60981,-6.91474,4055.0
6681,51,Jakarta,Mid End,Yes,Yes,No,No,Yes,Yes,Debit,116.64,No,106.81667,-6.2,8181.0
489,14,Jakarta,High End,No,Yes,No,No,Yes,No,Pulsa,116.342,Yes,106.81667,-6.2,6494.2
6031,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,148.402,No,106.81667,-6.2,7706.8
6676,2,Jakarta,Mid End,No,No,No,No,No,No,Debit,57.029,No,106.81667,-6.2,6496.9
1840,15,Bandung,Mid End,No,No,Yes,No,No,No,Digital Wallet,61.664,Yes,107.60981,-6.91474,7281.0
1561,25,Bandung,High End,Yes,Yes,Yes,No,Yes,No,Debit,127.964,Yes,107.60981,-6.91474,6035.0
233,2,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,122.971,Yes,106.81667,-6.2,5083.0
657,9,Jakarta,High End,No,No,No,No,No,Yes,Pulsa,98.659,Yes,106.81667,-6.2,7544.0
3499,72,Jakarta,Mid End,Yes,No,Yes,Yes,Yes,Yes,Credit,104.239,No,106.81667,-6.2,5230.0
2784,39,Jakarta,High End,No,No,No,No,No,No,Debit,96.599,No,106.81667,-6.2,2871.1
2706,68,Jakarta,Mid End,Yes,No,Yes,Yes,No,No,Debit,107.512,No,106.81667,-6.2,5685.0
6302,65,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,Yes,Debit,88.16,No,106.81667,-6.2,6534.3
1756,21,Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,120.263,Yes,107.60981,-6.91474,5591.1
6337,46,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.317,No,106.81667,-6.2,2844.8
4589,60,Jakarta,Mid End,Yes,Yes,Yes,No,Yes,No,Digital Wallet,99.35,No,106.81667,-6.2,5746.3
2136,20,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.121,No,106.81667,-6.2,4445.2
5181,25,Jakarta,Mid End,Yes,No,No,Yes,No,No,Digital Wallet,89.093,No,106.81667,-6.2,5075.7
4419,68,Jakarta,High End,No,No,Yes,Yes,No,Yes,Credit,105.405,No,106.81667,-6.2,6256.8
6422,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Pulsa,150.392,No,106.81667,-6.2,6052.2
3978,23,Jakarta,Mid End,Yes,No,No,Yes,No,No,Digital Wallet,71.234,No,106.81667,-6.2,4267.3
3188,2,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.387,No,106.81667,-6.2,6571.3
4008,49,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Debit,133.853,No,106.81667,-6.2,7515.4
5811,64,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Credit,115.767,No,106.81667,-6.2,6780.3
1015,10,Jakarta,High End,Yes,No,Yes,Yes,No,Yes,Pulsa,104.544,Yes,106.81667,-6.2,6662.8
4734,72,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,135.8,No,106.81667,-6.2,5355.5
4597,67,Jakarta,Mid End,Yes,Yes,No,Yes,No,No,Debit,52.952,No,106.81667,-6.2,8190.9
5175,23,Jakarta,High End,No,Yes,No,No,Yes,No,Credit,111.917,No,106.81667,-6.2,3617.0
1146,18,Jakarta,High End,No,No,No,Yes,No,No,Pulsa,105.563,Yes,106.81667,-6.2,6585.4
398,7,Jakarta,High End,No,No,No,No,No,No,Credit,98.833,Yes,106.81667,-6.2,2761.9
6310,59,Bandung,High End,Yes,Yes,No,Yes,Yes,Yes,Debit,144.937,No,107.60981,-6.91474,6097.0
6242,71,Bandung,High End,Yes,Yes,Yes,Yes,Yes,Yes,Pulsa,146.75,No,107.60981,-6.91474,5823.3
2912,68,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,No,Pulsa,77.125,No,106.81667,-6.2,6910.8
6322,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24.707,No,106.81667,-6.2,6964.2
4629,60,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Debit,152.105,No,106.81667,-6.2,6590.2
2029,16,Bandung,Mid End,No,Yes,No,Yes,No,Yes,Credit,98.087,No,107.60981,-6.91474,7311.7
548,66,Bandung,High End,No,Yes,Yes,Yes,No,Yes,Pulsa,136.915,Yes,107.60981,-6.91474,2877.2
3445,71,Jakarta,Mid End,No,Yes,Yes,Yes,Yes,Yes,Credit,109.935,No,106.81667,-6.2,7884.5
6585,7,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.873,No,106.81667,-6.2,2763.0
6076,52,Jakarta,High End,Yes,No,Yes,Yes,Yes,Yes,Credit,141.68,No,106.81667,-6.2,7188.8
2761,9,Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,69.684,No,106.81667,-6.2,7432.1
5444,39,Bandung,Mid End,No,Yes,No,Yes,Yes,Yes,Credit,110.503,No,107.60981,-6.91474,3035.9
1632,72,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,142.838,Yes,106.81667,-6.2,7946.6
3764,13,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.392,No,107.60981,-6.91474,3367.3
6741,1,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.156,No,107.60981,-6.91474,6348.5
473,5,Bandung,High End,No,No,No,No,No,No,Pulsa,95.108,Yes,107.60981,-6.91474,7762.7
5832,45,Jakarta,High End,Yes,No,No,No,No,Yes,Pulsa,117.989,No,106.81667,-6.2,5024.7
2465,9,Jakarta,High End,No,No,No,Yes,No,No,Credit,96.004,No,106.81667,-6.2,5542.0
2932,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.689,No,106.81667,-6.2,3441.3
3244,59,Bandung,High End,Yes,Yes,Yes,Yes,Yes,Yes,Digital Wallet,134.25,No,107.60981,-6.91474,6216.1
4579,58,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,139.587,No,106.81667,-6.2,5552.0
4272,21,Bandung,Mid End,No,No,Yes,No,No,No,Credit,58.043,No,107.60981,-6.91474,6880.7
5344,14,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,32.943,No,106.81667,-6.2,4522.2
6211,46,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.652,No,107.60981,-6.91474,4142.2
1841,25,Bandung,High End,Yes,Yes,No,No,No,Yes,Pulsa,122.607,Yes,107.60981,-6.91474,4770.6
2985,56,Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,123.782,No,107.60981,-6.91474,8356.7
3709,3,Jakarta,High End,No,No,No,No,No,No,Pulsa,102.59,No,106.81667,-6.2,5721.7
6853,27,Jakarta,High End,No,Yes,No,No,Yes,No,Pulsa,116.318,No,106.81667,-6.2,6081.5
6473,39,Jakarta,High End,No,Yes,No,No,No,Yes,Pulsa,113.853,No,106.81667,-6.2,3807.5
2487,19,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.188,No,106.81667,-6.2,2823.0
2522,24,Jakarta,Mid End,No,Yes,No,No,Yes,No,Digital Wallet,84.217,No,106.81667,-6.2,3908.5
2621,71,Bandung,Mid End,Yes,Yes,Yes,Yes,No,No,Pulsa,83.8,No,107.60981,-6.91474,7192.9
3454,27,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,129.977,No,106.81667,-6.2,6555.2
920,32,Bandung,High End,Yes,No,Yes,Yes,No,Yes,Digital Wallet,129.647,Yes,107.60981,-6.91474,5221.5
4688,7,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,33.2,No,106.81667,-6.2,3963.4
4455,33,Bandung,Mid End,Yes,No,Yes,No,No,No,Credit,72.572,No,107.60981,-6.91474,5762.1
5198,72,Jakarta,High End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,148.951,No,106.81667,-6.2,6980.7
3424,57,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,32.121,No,106.81667,-6.2,5380.6
629,10,Bandung,Mid End,No,No,Yes,No,No,Yes,Pulsa,71.424,Yes,107.60981,-6.91474,4382.9
5883,18,Jakarta,Mid End,No,Yes,No,No,No,Yes,Debit,69.12,No,106.81667,-6.2,4891.7
981,2,Jakarta,High End,No,Yes,No,No,Yes,No,Pulsa,104.695,Yes,106.81667,-6.2,5389.4
3790,43,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,31.06,No,107.60981,-6.91474,3941.9
708,31,Jakarta,High End,Yes,Yes,No,No,Yes,Yes,Pulsa,124.595,Yes,106.81667,-6.2,5322.5
4252,39,Bandung,High End,Yes,Yes,No,Yes,Yes,Yes,Debit,151.45,No,107.60981,-6.91474,7516.2
6828,11,Jakarta,Mid End,Yes,No,No,No,Yes,Yes,Pulsa,62.731,No,106.81667,-6.2,7278.4
1910,50,Jakarta,Mid End,Yes,Yes,No,Yes,No,Yes,Credit,87.197,No,106.81667,-6.2,7132.8
2230,71,Jakarta,High End,No,Yes,Yes,Yes,No,Yes,Pulsa,131.743,No,106.81667,-6.2,8163.5
3820,71,Bandung,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,24.453,No,107.60981,-6.91474,7155.8
5100,6,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.644,No,106.81667,-6.2,6228.5
5592,70,Jakarta,High End,Yes,Yes,No,Yes,Yes,No,Debit,138.794,No,106.81667,-6.2,7801.1
1592,22,Bandung,High End,No,No,No,Yes,Yes,Yes,Pulsa,122.945,Yes,107.60981,-6.91474,3847.4
1993,14,Bandung,Mid End,No,No,No,No,No,No,Debit,76.632,No,107.60981,-6.91474,4164.5
1725,3,Bandung,Mid End,No,No,No,Yes,No,No,Digital Wallet,63.862,Yes,107.60981,-6.91474,2730.8
145,5,Jakarta,High End,No,No,No,No,Yes,Yes,Credit,124.262,Yes,106.81667,-6.2,6924.3
2279,64,Jakarta,Mid End,No,Yes,No,No,Yes,Yes,Pulsa,105.033,No,106.81667,-6.2,6775.2
2207,71,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Pulsa,110.941,No,106.81667,-6.2,7338.7
5692,49,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Debit,86.237,No,106.81667,-6.2,6156.7
1669,11,Jakarta,High End,No,No,Yes,No,Yes,No,Digital Wallet,112.388,Yes,106.81667,-6.2,6286.3
1361,1,Jakarta,Mid End,No,No,No,No,No,No,Credit,63.432,Yes,106.81667,-6.2,5472.9
2848,14,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.5,No,106.81667,-6.2,4688.9
4666,32,Jakarta,High End,No,No,No,No,No,No,Pulsa,97.224,No,106.81667,-6.2,4717.3
2369,41,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,26.217,No,106.81667,-6.2,7317.0
6505,2,Jakarta,High End,No,No,No,No,Yes,No,Digital Wallet,104.183,No,106.81667,-6.2,3507.4
402,1,Jakarta,High End,No,Yes,No,No,No,No,Pulsa,90.758,Yes,106.81667,-6.2,5279.6
2413,72,Jakarta,Mid End,Yes,Yes,Yes,Yes,Yes,Yes,Digital Wallet,75.883,No,106.81667,-6.2,6688.2
2389,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.631,No,106.81667,-6.2,7601.5
6597,48,Jakarta,High End,No,No,No,Yes,Yes,No,Pulsa,103.246,No,106.81667,-6.2,6844.5
1930,13,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,25.393,No,106.81667,-6.2,3122.1
5820,60,Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,137.784,No,106.81667,-6.2,7531.7
6486,8,Jakarta,High End,No,No,No,Yes,Yes,No,Debit,111.05,No,106.81667,-6.2,6827.6
5885,25,Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,134.682,No,106.81667,-6.2,3002.7
652,4,Jakarta,High End,No,No,No,No,Yes,No,Pulsa,106.444,Yes,106.81667,-6.2,4055.8
1007,1,Jakarta,High End,No,No,No,No,No,No,Digital Wallet,91.677,Yes,106.81667,-6.2,7263.5
6931,30,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.026,No,106.81667,-6.2,6782.8
1773,25,Bandung,High End,No,No,No,No,Yes,Yes,Debit,122.031,Yes,107.60981,-6.91474,7395.2
638,4,Bandung,High End,No,No,Yes,No,Yes,No,Debit,103.024,Yes,107.60981,-6.91474,5122.2
1485,27,Jakarta,Mid End,No,No,No,Yes,Yes,No,Pulsa,76.489,Yes,106.81667,-6.2,6325.4
4365,41,Jakarta,High End,No,No,Yes,No,Yes,No,Pulsa,114.332,No,106.81667,-6.2,2782.4
849,1,Bandung,High End,No,No,No,No,No,No,Pulsa,110.743,Yes,107.60981,-6.91474,2770.8
2942,48,Jakarta,Mid End,Yes,Yes,Yes,Yes,No,No,Credit,85.1,No,106.81667,-6.2,4059.4
282,1,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.924,Yes,106.81667,-6.2,7289.3
4311,48,Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,115.613,No,106.81667,-6.2,3701.9
80,21,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,136.368,Yes,106.81667,-6.2,4894.6
6630,22,Bandung,Mid End,No,Yes,No,No,No,No,Debit,41.341,No,107.60981,-6.91474,7598.4
7019,65,Jakarta,High End,No,No,No,No,Yes,No,Credit,119.241,No,106.81667,-6.2,5700.2
1614,1,Jakarta,Mid End,Yes,No,No,No,No,No,Digital Wallet,62.952,Yes,106.81667,-6.2,5812.3
2303,45,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,26.725,No,106.81667,-6.2,7135.3
2250,35,Jakarta,High End,No,No,No,Yes,Yes,Yes,Pulsa,130.475,No,106.81667,-6.2,6070.6
2712,37,Jakarta,High End,No,No,No,No,No,No,Credit,96.569,No,106.81667,-6.2,6566.9
2124,18,Jakarta,High End,No,No,Yes,No,No,Yes,Pulsa,102.767,No,106.81667,-6.2,5323.2
295,66,Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Pulsa,136.754,Yes,106.81667,-6.2,6672.3
2235,18,Jakarta,Mid End,No,No,No,Yes,No,No,Digital Wallet,52.771,No,106.81667,-6.2,4616.0
3977,65,Jakarta,High End,No,Yes,Yes,Yes,No,Yes,Debit,116.546,No,106.81667,-6.2,7974.1
3023,67,Bandung,Mid End,Yes,Yes,No,No,No,No,Pulsa,40.3,No,107.60981,-6.91474,8150.8
750,24,Jakarta,High End,No,No,Yes,No,No,No,Credit,98.58,Yes,106.81667,-6.2,4709.6
5205,29,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26.244,No,106.81667,-6.2,3181.3
4586,1,Jakarta,High End,No,Yes,Yes,No,Yes,No,Pulsa,103.748,No,106.81667,-6.2,3788.4
4497,47,Bandung,High End,No,No,Yes,No,Yes,Yes,Pulsa,135.367,No,107.60981,-6.91474,5041.7
3348,8,Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25.66,No,106.81667,-6.2,6592.8
