Tenure Months,Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase (Thou. IDR),Churn Label,CLTV (Predicted Thou. IDR)
2,Bandung,High End,0,0,0,0,0,0,Credit,90.74,1,3016.0
55,Bandung,Mid End,0,0,1,1,1,1,Debit,70.915,1,7853.3
7,Bandung,Mid End,0,0,0,1,1,1,Credit,91.975,1,2922.4
13,Bandung,High End,0,1,1,0,1,0,Pulsa,122.33,1,3864.9
3,Bandung,Mid End,1,0,0,0,0,0,Credit,38.61,1,3396.9
66,Bandung,High End,0,1,1,1,1,1,Credit,144.17,1,5705.7
38,Bandung,High End,0,0,1,1,1,1,Pulsa,136.5,1,3043.3
1,Bandung,Mid End,0,0,0,0,0,0,Pulsa,32.89,1,7047.3
22,Jakarta,Mid End,0,1,0,1,0,0,Credit,71.695,1,7625.8
1,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.13,1,5705.7
1,Jakarta,High End,0,0,0,0,0,0,Digital Wallet,90.87,1,2730.0
43,Jakarta,High End,0,1,0,0,1,1,Pulsa,131.82,1,4381.0
1,Jakarta,High End,0,0,0,0,0,1,Pulsa,105.04,1,5751.2
2,Jakarta,Mid End,0,0,0,0,0,1,Debit,80.665,1,6947.2
1,Jakarta,High End,0,0,0,0,0,0,Pulsa,99.385,1,4891.9
12,Jakarta,High End,0,1,0,0,1,0,Pulsa,118.69,1,6113.9
6,Jakarta,High End,0,0,1,0,1,1,Pulsa,124.475,1,7475.0
34,Jakarta,Mid End,1,1,0,1,0,0,Pulsa,81.445,1,5093.4
1,Jakarta,High End,0,0,0,0,0,0,Pulsa,96.85,1,2620.8
10,Jakarta,High End,0,1,1,0,1,1,Credit,132.73,1,4674.8
16,Jakarta,Mid End,1,0,0,0,0,0,Pulsa,65.195,1,5530.2
7,Jakarta,High End,0,0,0,0,1,0,Pulsa,112.45,1,5053.1
27,Jakarta,High End,0,1,0,0,0,0,Pulsa,105.885,1,3342.3
1,Jakarta,High End,0,0,0,0,0,0,Pulsa,89.895,1,5432.7
9,Jakarta,High End,0,0,0,0,0,1,Pulsa,103.415,1,4219.8
48,Jakarta,High End,0,1,1,1,1,0,Digital Wallet,124.15,1,3196.7
3,Jakarta,High End,0,0,1,0,1,0,Pulsa,118.365,1,2852.2
2,Jakarta,High End,0,0,1,0,0,0,Pulsa,102.96,1,5492.5
2,Jakarta,Mid End,0,0,0,0,1,1,Pulsa,58.825,1,5935.8
14,Jakarta,High End,0,0,0,0,0,0,Pulsa,96.59,1,6944.6
3,Jakarta,High End,0,0,0,0,0,0,Credit,96.33,1,7354.1
57,Jakarta,High End,0,0,1,0,1,1,Pulsa,130.78,1,6821.1
3,Jakarta,High End,0,0,0,0,0,0,Digital Wallet,97.5,1,4147.0
64,Jakarta,Mid End,1,1,0,1,1,0,Credit,91.26,1,7904.0
2,Jakarta,High End,0,0,0,0,0,0,Pulsa,91.975,1,5729.1
12,Jakarta,Mid End,0,0,0,1,0,0,Debit,65.325,1,4711.2
40,Jakarta,High End,1,1,0,0,0,0,Credit,102.96,1,4169.1
12,Jakarta,High End,0,0,1,0,1,1,Pulsa,124.8,1,6810.7
54,Jakarta,High End,0,0,0,1,1,1,Pulsa,130.13,1,7491.9
4,Jakarta,Mid End,0,1,0,1,0,0,Digital Wallet,73.45,1,7485.4
1,Jakarta,High End,0,0,1,0,0,1,Pulsa,110.5,1,3445.0
51,Jakarta,Mid End,1,1,1,0,1,1,Pulsa,77.09,1,7322.9
4,Jakarta,Mid End,1,0,0,0,0,0,Pulsa,64.22,1,5791.5
35,Jakarta,Mid End,0,0,0,0,1,0,Digital Wallet,71.5,1,2886.0
1,Jakarta,High End,0,0,0,0,0,0,Pulsa,89.96,1,3428.1
38,Bandung,Mid End,0,0,1,1,0,1,Digital Wallet,80.99,1,4963.4
37,Bandung,High End,0,0,0,0,1,1,Pulsa,120.25,1,5365.1
3,Bandung,High End,0,0,0,0,0,0,Pulsa,90.545,1,3147.3
61,Bandung,High End,1,0,1,1,1,1,Credit,145.08,1,5843.5
11,Bandung,Mid End,1,0,0,0,0,0,Credit,63.115,1,5777.2
1,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.26,1,5456.1
19,Bandung,Mid End,0,0,1,0,1,0,Pulsa,51.545,1,3812.9
56,Bandung,Low End,0,0,0,0,0,0,Pulsa,32.37,1,6925.1
2,Bandung,Mid End,1,0,0,0,0,0,Digital Wallet,73.71,1,7228.0
14,Bandung,High End,1,1,0,1,1,1,Digital Wallet,137.735,1,7653.1
4,Bandung,High End,0,0,0,0,0,0,Pulsa,97.435,1,4830.8
15,Bandung,Mid End,0,0,0,1,0,0,Pulsa,38.61,1,7173.4
1,Bandung,Mid End,0,0,1,0,1,1,Pulsa,65.455,1,5883.8
64,Bandung,Mid End,1,0,1,1,0,1,Pulsa,62.205,1,8251.1
1,Bandung,High End,0,0,0,0,0,0,Pulsa,91.39,1,5865.6
55,Bandung,High End,1,0,0,0,1,1,Pulsa,128.44,1,7205.9
18,Bandung,High End,0,0,0,1,1,1,Debit,129.805,1,3988.4
32,Bandung,High End,0,0,0,0,0,1,Credit,104.39,1,6974.5
66,Bandung,High End,0,1,0,0,0,0,Credit,104.585,1,6514.3
7,Bandung,High End,0,0,0,0,0,1,Pulsa,112.84,1,4914.0
6,Bandung,High End,0,1,0,0,0,1,Pulsa,109.46,1,7584.2
13,Bandung,High End,0,0,0,1,1,1,Digital Wallet,128.7,1,4540.9
11,Bandung,High End,0,0,1,0,1,1,Pulsa,130.975,1,2897.7
9,Bandung,High End,1,1,1,0,0,0,Debit,119.275,1,5428.8
1,Bandung,High End,0,0,1,0,0,0,Digital Wallet,103.415,1,7242.3
54,Bandung,High End,0,1,1,1,1,1,Pulsa,144.43,1,7185.1
25,Bandung,High End,0,0,1,0,0,1,Pulsa,115.83,1,6230.9
37,Bandung,High End,0,1,1,0,1,1,Debit,132.47,1,5768.1
14,Bandung,High End,0,0,0,1,1,0,Pulsa,119.145,1,5595.2
4,Bandung,High End,0,0,1,0,0,1,Pulsa,115.505,1,3580.2
3,Bandung,Mid End,0,0,0,0,0,0,Pulsa,32.89,1,4604.6
1,Bandung,High End,0,0,0,0,1,1,Pulsa,124.085,1,7750.6
13,Bandung,High End,0,0,0,0,1,1,Pulsa,118.43,1,6951.1
45,Bandung,Mid End,0,1,0,1,0,0,Credit,70.395,1,3589.3
1,Bandung,High End,0,0,0,0,0,0,Debit,90.61,1,6006.0
6,Bandung,High End,0,0,0,0,1,1,Pulsa,116.35,1,3767.4
3,Bandung,Mid End,0,0,0,0,0,1,Pulsa,45.695,1,3883.1
12,Bandung,High End,0,0,0,0,0,0,Credit,95.875,1,2613.0
8,Bandung,High End,0,0,1,0,1,1,Pulsa,131.755,1,7209.8
6,Bandung,Mid End,1,1,0,0,0,0,Credit,72.67,1,6388.2
3,Bandung,High End,0,1,1,0,1,1,Pulsa,137.67,1,3529.5
1,Bandung,Mid End,0,0,0,0,0,0,Digital Wallet,57.135,1,4209.4
1,Bandung,Mid End,0,0,0,0,0,0,Debit,58.63,1,6349.2
41,Bandung,High End,0,0,0,0,0,0,Debit,91.325,1,4429.1
9,Bandung,Mid End,0,0,0,0,1,0,Pulsa,71.955,1,3494.4
43,Bandung,High End,0,1,1,0,1,1,Pulsa,133.9,1,3256.5
33,Bandung,High End,1,0,1,1,1,1,Pulsa,134.875,1,4971.2
1,Jakarta,High End,0,0,0,0,0,0,Pulsa,90.155,1,3695.9
56,Jakarta,High End,0,1,0,0,0,0,Pulsa,96.005,1,6858.8
3,Jakarta,High End,0,0,0,0,0,0,Credit,97.695,1,2951.0
1,Jakarta,High End,0,0,0,0,0,0,Pulsa,90.48,1,2693.6
5,Jakarta,High End,0,1,0,0,0,0,Pulsa,104.195,1,6661.2
1,Jakarta,Mid End,1,0,0,0,0,0,Debit,39.65,1,6722.3
70,Jakarta,High End,0,1,0,0,1,1,Debit,127.79,1,6232.2
48,Jakarta,High End,0,1,1,0,1,1,Debit,139.62,1,6442.8
13,Jakarta,High End,0,0,0,0,0,1,Pulsa,106.6,1,4371.9
24,Jakarta,High End,0,0,0,0,0,0,Credit,98.02,1,3022.5
27,Jakarta,High End,1,0,1,0,1,1,Pulsa,131.625,1,6308.9
25,Jakarta,High End,0,1,0,0,1,0,Pulsa,116.35,1,6303.7
22,Jakarta,High End,0,0,0,0,0,0,Debit,96.72,1,3129.1
1,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.65,1,4850.3
4,Jakarta,High End,0,0,0,0,0,0,Pulsa,96.655,1,4708.6
18,Jakarta,High End,0,0,0,1,1,1,Debit,129.675,1,7614.1
56,Jakarta,High End,0,1,1,1,1,1,Pulsa,145.535,1,5278.0
16,Jakarta,Mid End,0,1,0,0,1,0,Digital Wallet,50.7,1,7399.6
30,Jakarta,High End,0,1,0,1,1,0,Credit,122.33,1,6831.5
8,Jakarta,High End,0,0,0,0,1,1,Debit,124.345,1,6935.5
50,Jakarta,High End,0,1,0,0,1,0,Pulsa,114.465,1,7556.9
41,Jakarta,Mid End,0,1,0,1,0,1,Debit,86.45,1,3272.1
3,Jakarta,Mid End,1,1,0,0,0,0,Digital Wallet,46.085,1,2723.5
3,Jakarta,Mid End,0,1,0,0,0,0,Digital Wallet,64.87,1,7260.5
40,Jakarta,High End,0,1,1,0,1,1,Credit,135.85,1,3681.6
3,Jakarta,High End,0,0,0,0,0,0,Credit,97.565,1,4618.9
23,Jakarta,High End,0,0,1,0,0,0,Pulsa,105.3,1,7411.3
1,Jakarta,High End,0,0,0,0,0,0,Pulsa,96.785,1,3112.2
4,Jakarta,Mid End,1,1,0,1,0,0,Digital Wallet,78.52,1,7449.0
1,Jakarta,High End,0,0,0,0,0,0,Digital Wallet,91.845,1,4501.9
12,Jakarta,Mid End,0,0,0,1,1,0,Pulsa,77.74,1,5955.3
9,Jakarta,Mid End,0,0,0,0,0,0,Debit,57.46,1,2637.7
1,Jakarta,High End,0,0,0,0,0,0,Pulsa,98.475,1,7242.3
67,Jakarta,High End,1,1,1,0,1,0,Credit,133.835,1,7306.0
4,Jakarta,High End,0,0,0,0,0,0,Digital Wallet,96.72,1,7590.7
1,Jakarta,Mid End,0,1,0,0,0,0,Pulsa,38.805,0,5153.2
34,Jakarta,Mid End,1,0,1,0,0,0,Digital Wallet,74.035,0,4473.3
45,Jakarta,Mid End,1,0,1,1,0,0,Debit,54.99,0,5599.1
22,Jakarta,High End,0,1,0,0,1,0,Credit,115.83,0,5796.7
10,Jakarta,Mid End,1,0,0,0,0,0,Digital Wallet,38.675,0,2616.9
62,Jakarta,Mid End,1,1,0,0,0,0,Debit,72.995,0,5887.7
13,Jakarta,Mid End,1,0,0,0,0,0,Digital Wallet,64.935,0,7493.2
16,Jakarta,Low End,0,0,0,0,0,0,Credit,24.635,0,6143.8
58,Jakarta,High End,0,0,1,0,1,1,Credit,130.455,0,8361.6
25,Jakarta,High End,1,0,1,1,1,1,Pulsa,137.15,0,7568.6
69,Jakarta,High End,1,1,1,1,1,1,Credit,147.225,0,6683.3
52,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.845,0,6741.8
71,Jakarta,High End,1,0,1,0,1,1,Debit,138.71,0,5822.7
21,Jakarta,High End,0,1,1,0,0,1,Pulsa,117.065,0,7776.6
12,Jakarta,Low End,0,0,0,0,0,0,Debit,25.74,0,6862.7
58,Jakarta,Mid End,0,1,0,1,0,0,Credit,77.87,0,8329.1
49,Jakarta,Mid End,1,1,0,1,0,0,Credit,77.48,0,6481.8
30,Jakarta,Mid End,1,1,0,0,0,0,Debit,71.89,0,3542.5
72,Jakarta,Mid End,1,1,1,1,1,1,Credit,117.325,0,7766.2
71,Jakarta,High End,1,1,1,1,0,0,Credit,125.255,0,6901.7
2,Jakarta,High End,0,0,1,0,1,1,Credit,124.15,0,5783.7
27,Jakarta,Mid End,1,1,1,1,0,0,Digital Wallet,85.995,0,4176.9
1,Jakarta,Low End,0,0,0,0,0,0,Debit,26.26,0,7183.8
1,Jakarta,Mid End,0,0,0,0,0,0,Debit,58.825,0,4087.2
72,Jakarta,High End,1,1,0,1,1,0,Debit,129.87,0,7689.5
46,Jakarta,High End,0,0,1,0,0,0,Credit,97.24,0,4413.5
10,Jakarta,Mid End,0,1,0,0,0,0,Digital Wallet,64.415,0,3109.6
70,Jakarta,Mid End,1,1,0,0,1,0,Credit,89.96,0,6129.5
17,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.975,0,4739.8
63,Jakarta,Mid End,1,1,1,1,1,0,Credit,103.805,0,5973.5
13,Jakarta,Mid End,1,1,0,1,1,0,Pulsa,99.06,0,3339.7
49,Jakarta,High End,0,0,0,0,0,1,Pulsa,109.85,0,8364.2
2,Jakarta,Mid End,0,1,0,0,0,0,Digital Wallet,64.025,0,4946.5
52,Jakarta,Mid End,1,0,0,1,1,1,Credit,103.675,0,5384.6
69,Jakarta,Mid End,1,0,1,1,0,0,Credit,83.395,0,6666.4
43,Jakarta,High End,0,1,0,0,1,0,Pulsa,117.325,0,2889.9
25,Jakarta,Mid End,1,0,0,1,1,0,Credit,90.35,0,4100.2
60,Jakarta,Mid End,1,1,1,1,0,1,Credit,97.305,0,6698.9
63,Jakarta,High End,1,0,0,0,1,1,Credit,129.545,0,5943.6
66,Jakarta,High End,0,1,1,1,1,1,Pulsa,140.985,0,5956.6
34,Jakarta,Low End,0,0,0,0,0,0,Credit,32.435,0,7030.4
72,Jakarta,High End,0,0,1,1,1,1,Credit,139.75,0,6120.4
47,Jakarta,High End,0,0,1,0,1,1,Pulsa,130.65,0,5834.4
60,Jakarta,High End,0,1,0,0,1,0,Debit,116.87,0,8179.6
72,Jakarta,Mid End,1,1,1,0,0,0,Debit,54.73,0,7918.3
18,Jakarta,Mid End,0,0,1,1,0,0,Credit,70.72,0,6432.4
3,Jakarta,Mid End,0,1,0,1,1,1,Pulsa,97.89,0,7003.1
47,Jakarta,High End,0,1,0,0,0,0,Pulsa,102.57,0,4962.1
31,Jakarta,Mid End,0,1,1,1,1,1,Digital Wallet,102.96,0,6479.2
50,Jakarta,Low End,0,0,0,0,0,0,Debit,26.195,0,7603.7
10,Jakarta,High End,1,0,1,0,0,0,Digital Wallet,103.805,0,7777.9
1,Jakarta,Mid End,0,0,0,1,0,0,Digital Wallet,63.765,0,4131.4
52,Jakarta,Low End,0,0,0,0,0,0,Pulsa,26.52,0,7126.6
64,Jakarta,High End,1,0,1,1,1,1,Debit,145.08,0,6345.3
62,Jakarta,Low End,0,0,0,0,0,0,Debit,31.525,0,5777.2
3,Jakarta,Mid End,1,0,0,1,0,1,Debit,83.85,0,7296.9
56,Jakarta,High End,1,1,1,0,1,1,Pulsa,143.65,0,5801.9
46,Jakarta,Mid End,0,0,0,0,0,1,Credit,72.345,0,3727.1
8,Jakarta,Mid End,1,1,0,0,0,0,Digital Wallet,71.045,0,7298.2
30,Jakarta,Mid End,1,1,0,0,1,1,Pulsa,97.175,0,3942.9
45,Jakarta,Low End,0,0,0,0,0,0,Credit,33.67,0,7463.3
11,Jakarta,Mid End,1,0,0,0,1,1,Pulsa,65.715,0,4475.9
42,Jakarta,High End,0,1,1,1,1,1,Debit,134.94,0,5206.5
49,Jakarta,Low End,0,0,0,0,0,0,Debit,26.195,0,7048.6
9,Jakarta,High End,0,1,0,0,1,1,Credit,129.09,0,4602.0
35,Jakarta,Mid End,1,0,0,0,1,0,Debit,80.795,0,6831.5
48,Jakarta,Low End,0,0,0,0,0,0,Debit,26.845,0,5361.2
46,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.935,0,7124.0
29,Jakarta,Mid End,0,0,0,0,1,0,Digital Wallet,43.875,0,4763.2
30,Jakarta,High End,0,1,1,0,0,0,Debit,106.665,0,6546.8
1,Jakarta,High End,0,0,0,1,0,0,Pulsa,97.11,0,5436.6
66,Jakarta,Mid End,1,0,1,1,1,1,Digital Wallet,109.2,0,7572.5
65,Jakarta,High End,1,1,1,0,1,1,Credit,144.365,0,6839.3
72,Jakarta,High End,0,1,1,0,1,1,Debit,131.17,0,7515.3
71,Jakarta,Mid End,1,1,0,1,0,0,Credit,86.905,0,5352.1
52,Jakarta,Low End,0,0,0,0,0,0,Debit,27.3,0,5405.4
1,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.26,0,3523.0
1,Jakarta,Low End,0,0,0,0,0,0,Pulsa,25.285,0,7295.6
38,Jakarta,High End,0,0,1,1,1,0,Debit,123.5,0,6163.3
66,Jakarta,Mid End,0,1,1,0,1,0,Debit,59.215,0,8109.4
5,Jakarta,Mid End,0,0,0,0,0,0,Digital Wallet,31.59,0,5219.5
72,Jakarta,High End,1,1,0,0,1,1,Pulsa,135.395,0,5972.2
32,Jakarta,Mid End,1,0,0,0,0,0,Digital Wallet,39.195,0,4660.5
43,Jakarta,High End,0,0,0,0,1,1,Digital Wallet,122.655,0,7598.5
72,Jakarta,Low End,0,0,0,0,0,0,Credit,25.22,0,6804.2
52,Jakarta,Mid End,1,0,1,1,0,0,Credit,75.335,0,7901.4
43,Jakarta,High End,0,1,1,0,1,0,Pulsa,119.145,0,4973.8
64,Jakarta,Mid End,0,1,0,1,1,1,Pulsa,70.98,0,6305.0
3,Jakarta,High End,1,1,0,0,1,0,Pulsa,116.805,0,6042.4
36,Jakarta,Mid End,1,0,0,0,0,0,Debit,40.365,0,6332.3
41,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.845,0,7693.4
27,Jakarta,High End,0,1,0,1,0,0,Credit,110.76,0,4934.8
56,Jakarta,High End,0,0,1,0,1,1,Credit,129.74,0,5987.8
6,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.91,0,6949.8
7,Jakarta,Mid End,1,0,0,0,0,0,Digital Wallet,65.91,0,4026.1
4,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,27.105,0,4123.6
33,Jakarta,High End,1,0,0,1,1,0,Pulsa,115.635,0,6613.1
72,Jakarta,Low End,0,0,0,0,0,0,Debit,30.615,0,7671.3
1,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.675,0,3229.2
71,Jakarta,Mid End,1,1,0,0,1,1,Pulsa,73.385,0,6983.6
13,Jakarta,High End,0,0,0,0,0,1,Pulsa,111.735,0,7651.8
67,Jakarta,Mid End,0,0,0,1,0,0,Debit,65.715,0,7883.2
43,Jakarta,Low End,0,0,0,0,0,0,Credit,33.41,0,2622.1
23,Jakarta,High End,1,0,0,0,0,0,Debit,97.5,0,2887.3
64,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.26,0,5924.1
57,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.48,0,5710.9
72,Jakarta,Mid End,1,1,1,1,1,1,Credit,114.465,0,7932.6
61,Jakarta,High End,0,1,0,0,1,1,Debit,131.365,0,8204.3
64,Jakarta,High End,1,1,0,0,0,0,Credit,109.59,0,6557.2
71,Jakarta,Low End,0,0,0,0,0,0,Debit,31.135,0,5627.7
65,Jakarta,High End,1,1,0,1,1,0,Credit,128.765,0,7641.4
3,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.48,0,3305.9
30,Jakarta,Mid End,0,1,1,0,1,0,Credit,83.85,0,5616.0
15,Jakarta,Mid End,0,1,1,1,0,1,Digital Wallet,90.35,0,4066.4
8,Jakarta,Mid End,0,0,0,1,1,1,Pulsa,89.115,0,4059.9
70,Jakarta,High End,1,1,1,0,1,1,Credit,140.595,0,6749.6
62,Jakarta,Mid End,1,1,1,1,1,1,Pulsa,111.93,0,7499.7
6,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,25.61,0,5580.9
14,Jakarta,High End,0,0,0,0,0,1,Debit,105.17,0,3331.9
22,Jakarta,High End,0,0,0,0,1,0,Debit,109.395,0,4613.7
22,Jakarta,Low End,0,0,0,0,0,0,Digital Wallet,26.195,0,2824.9
16,Jakarta,Mid End,1,0,1,0,1,0,Digital Wallet,83.525,0,7164.3
10,Jakarta,Low End,0,0,0,0,0,0,Debit,33.41,0,4694.3
13,Jakarta,Mid End,1,1,0,0,0,0,Pulsa,72.8,0,6702.8
2,Bandung,High End,0,0,0,0,0,0,Pulsa,90.61,0,3972.8
53,Bandung,Mid End,0,1,1,1,0,1,Debit,96.07,0,7337.2
11,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.78,0,5261.1
69,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.87,0,7241.0
72,Bandung,Mid End,1,1,1,1,1,1,Debit,115.765,0,8075.6
16,Bandung,Low End,0,0,0,0,0,0,Pulsa,26.52,0,5187.0
43,Bandung,High End,1,0,1,1,0,0,Debit,109.525,0,5696.6
14,Bandung,Mid End,0,1,1,1,1,1,Digital Wallet,106.535,0,3333.2
32,Bandung,Low End,0,0,0,0,0,0,Debit,26.715,0,6965.4
34,Bandung,Low End,0,0,0,0,0,0,Pulsa,32.11,0,4447.3
15,Bandung,High End,0,1,1,0,1,1,Debit,136.955,0,3537.3
61,Bandung,Low End,0,0,0,0,0,0,Credit,26.715,0,6643.0
1,Bandung,Mid End,0,0,0,0,0,0,Digital Wallet,58.89,0,4647.5
33,Bandung,Mid End,1,0,1,0,1,1,Credit,97.175,0,6947.2
20,Bandung,Mid End,0,1,0,0,0,0,Digital Wallet,67.34,0,3593.2
3,Bandung,Mid End,0,0,0,1,0,0,Pulsa,39.52,0,4040.4
13,Bandung,Low End,0,0,0,0,0,0,Pulsa,25.545,0,2631.2
40,Bandung,Mid End,0,1,0,0,0,0,Credit,73.58,0,4366.7
43,Bandung,Mid End,1,0,0,1,0,1,Credit,93.47,0,5337.8
69,Bandung,Low End,0,0,0,0,0,0,Debit,25.675,0,6922.5
72,Bandung,High End,1,1,1,0,1,1,Credit,142.61,0,7728.5
59,Bandung,Low End,0,0,0,0,0,0,Credit,25.09,0,5393.7
20,Bandung,High End,1,1,0,1,1,0,Pulsa,125.515,0,5696.6
24,Bandung,Low End,0,0,0,0,0,0,Debit,31.33,0,6024.2
59,Bandung,High End,0,1,1,1,1,1,Pulsa,144.755,0,7861.1
72,Bandung,High End,0,1,1,1,1,1,Debit,145.925,0,5328.7
1,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.975,0,4365.4
27,Bandung,High End,1,0,0,1,1,1,Credit,132.47,0,4933.5
14,Bandung,High End,0,1,0,1,0,0,Credit,104.065,0,5720.0
71,Bandung,High End,1,0,1,0,1,1,Pulsa,137.215,0,6513.0
13,Bandung,High End,0,0,0,0,1,0,Credit,101.79,0,7235.8
44,Bandung,High End,0,0,0,0,0,0,Credit,89.505,0,2668.9
33,Bandung,High End,0,1,0,1,0,0,Debit,103.935,0,4053.4
72,Bandung,Mid End,1,1,1,1,0,1,Credit,72.085,0,5922.8
64,Bandung,High End,0,1,1,1,1,1,Credit,133.185,0,8317.4
1,Bandung,Mid End,0,0,0,0,0,0,Pulsa,32.825,0,7615.4
61,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.675,0,7034.3
29,Bandung,Low End,0,0,0,0,0,0,Pulsa,26.0,0,4940.0
23,Bandung,High End,0,0,0,0,0,1,Pulsa,112.84,0,7524.4
57,Bandung,Mid End,1,1,1,0,1,1,Debit,76.375,0,5349.5
72,Bandung,Mid End,1,1,1,1,0,0,Credit,58.825,0,6553.3
66,Bandung,Mid End,1,1,1,1,1,0,Debit,73.58,0,7150.0
65,Bandung,Mid End,0,1,1,1,1,1,Debit,109.46,0,6832.8
8,Bandung,High End,0,0,0,0,1,0,Debit,104.0,0,2814.5
71,Bandung,Low End,0,0,0,0,0,0,Debit,32.175,0,6034.6
1,Bandung,Low End,0,0,0,0,0,0,Pulsa,26.26,0,5408.0
12,Bandung,Low End,0,0,0,0,0,0,Debit,25.155,0,5786.3
24,Bandung,Mid End,1,0,0,0,1,1,Digital Wallet,65.78,0,6247.8
31,Bandung,Mid End,1,0,1,1,1,1,Digital Wallet,105.495,0,7335.9
30,Bandung,High End,0,0,0,1,0,1,Credit,116.87,0,4202.9
47,Bandung,Mid End,1,1,0,1,1,1,Credit,110.89,0,7407.4
54,Bandung,High End,1,1,0,1,1,1,Credit,140.4,0,8281.0
50,Bandung,High End,1,1,0,1,0,1,Credit,121.55,0,8277.1
72,Bandung,Low End,0,0,0,0,0,0,Credit,26.325,0,7452.9
29,Bandung,Low End,0,0,0,0,0,0,Pulsa,32.695,0,7138.3
10,Bandung,Mid End,0,0,0,1,0,0,Digital Wallet,38.48,0,4134.0
18,Bandung,High End,0,0,0,0,0,0,Pulsa,95.095,0,5567.9
16,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.675,0,5553.6
72,Bandung,Mid End,0,1,1,1,1,1,Debit,112.58,0,5889.0
72,Bandung,High End,0,1,1,1,1,1,Debit,141.96,0,5916.3
41,Bandung,Mid End,1,0,0,1,1,1,Credit,97.11,0,6819.8
65,Bandung,High End,1,1,1,0,0,1,Pulsa,122.72,0,6952.4
13,Bandung,Mid End,0,1,1,0,0,0,Pulsa,71.24,0,7224.1
4,Bandung,High End,1,0,0,0,0,0,Pulsa,97.955,0,5242.9
41,Bandung,Mid End,0,0,1,0,0,1,Digital Wallet,84.5,0,6555.9
42,Bandung,High End,1,1,1,0,0,1,Pulsa,128.7,0,3753.1
51,Bandung,High End,1,1,1,0,1,0,Pulsa,121.55,0,7229.3
32,Bandung,Mid End,0,1,1,1,1,1,Credit,108.81,0,5128.5
10,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.805,0,4898.4
67,Bandung,Mid End,0,1,1,1,1,1,Pulsa,77.415,0,5821.4
61,Bandung,High End,1,1,1,1,1,1,Credit,149.63,0,7917.0
50,Bandung,High End,1,1,1,1,1,1,Credit,148.655,0,6588.4
29,Bandung,Mid End,1,0,1,0,0,1,Pulsa,58.5,0,4022.2
57,Bandung,High End,0,1,0,0,0,1,Pulsa,116.805,0,5757.7
31,Bandung,Mid End,1,1,0,1,0,1,Debit,64.805,0,3300.7
45,Bandung,High End,1,1,1,1,1,1,Digital Wallet,147.29,0,6350.5
61,Bandung,Mid End,1,1,1,1,1,1,Digital Wallet,114.53,0,6697.6
50,Bandung,Low End,0,0,0,0,0,0,Debit,32.37,0,5586.1
19,Bandung,High End,1,1,0,1,1,1,Digital Wallet,136.5,0,4581.2
71,Bandung,Low End,0,0,0,0,0,0,Credit,31.525,0,7031.7
57,Bandung,Mid End,1,1,0,1,0,0,Pulsa,77.675,0,5215.6
20,Bandung,High End,0,1,0,1,1,1,Pulsa,139.165,0,6926.4
21,Bandung,Mid End,1,1,0,0,0,1,Debit,84.435,0,5985.2
14,Bandung,Mid End,0,0,1,1,1,1,Pulsa,71.5,0,6370.0
5,Bandung,Mid End,0,1,0,0,0,0,Debit,65.715,0,3560.7
6,Bandung,Mid End,1,1,0,0,0,0,Digital Wallet,71.695,0,6990.1
10,Bandung,Mid End,0,1,0,0,0,0,Pulsa,66.56,0,7494.5
1,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,33.02,0,5922.8
68,Bandung,Mid End,1,0,0,0,0,0,Digital Wallet,70.785,0,6903.0
22,Bandung,High End,0,0,0,0,0,0,Credit,98.8,0,2640.3
20,Bandung,Mid End,0,0,0,0,0,0,Pulsa,57.655,0,4498.0
35,Bandung,Mid End,1,1,1,0,0,0,Digital Wallet,79.56,0,2697.5
23,Bandung,High End,0,1,1,1,0,0,Digital Wallet,112.84,0,4160.0
6,Bandung,High End,0,0,0,0,1,1,Pulsa,116.155,0,3351.4
12,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,25.61,0,7429.5
1,Bandung,Low End,0,0,0,0,0,0,Digital Wallet,26.325,0,6999.2
